frame_idx,timestamp_ns,status,n_matched,n_inliers,reproj_rmse_px,step_rot_deg,step_trans_m
126,1520530737700183185,OK,1554,1539,0.3766,2.0370,0.0370
127,1520530737750184185,OK,1532,1505,0.4993,1.8903,0.0418
128,1520530737800186185,OK,1525,1476,0.6120,1.2819,0.0421
129,1520530737850187185,OK,1525,1446,0.6780,0.9403,0.0467
130,1520530737900189185,OK,1519,1432,0.7537,0.9242,0.0499
131,1520530737950191185,OK,1511,1391,0.8143,0.7942,0.0563
132,1520530738000192185,OK,1858,1810,0.3836,1.4794,0.0542
133,1520530738050194185,OK,1809,1743,0.5485,2.4174,0.0571
134,1520530738100307676,OK,1784,1658,0.6771,2.5980,0.0568
135,1520530738150314676,OK,1770,1575,0.7711,2.1283,0.0589
136,1520530738200310676,OK,1698,1514,0.8421,1.6909,0.0526
137,1520530738250403676,OK,1692,1452,0.8803,1.1847,0.0542
138,1520530738300313676,OK,1816,1782,0.4399,1.0797,0.0494
139,1520530738350315676,OK,1747,1676,0.5859,1.1418,0.0506
140,1520530738400316676,OK,1608,1461,0.6617,1.7303,0.0500
141,1520530738450318676,OK,1514,1312,0.7622,1.7637,0.0594
142,1520530738500566992,OK,1405,1136,0.8237,1.8037,0.0547
143,1520530738550567992,OK,1321,1035,0.8894,1.8913,0.0602
144,1520530738600569992,OK,1635,1590,0.4731,1.7841,0.0580
145,1520530738650570992,OK,1486,1398,0.6353,1.6113,0.0577
146,1520530738700572992,OK,1270,1150,0.7564,1.7671,0.0567
147,1520530738750573992,OK,1138,965,0.7469,2.2319,0.0561
148,1520530738800575992,OK,1080,847,0.8315,2.0249,0.0560
149,1520530738850576992,OK,1073,806,0.8945,1.8593,0.0330
150,1520530738900221518,OK,1582,1486,0.4063,1.1896,0.0449
151,1520530738950223518,OK,1545,1430,0.5077,0.5255,0.0420
152,1520530739000224518,OK,1532,1387,0.5207,0.5337,0.0412
153,1520530739050226518,OK,1499,1350,0.6389,0.9856,0.0409
154,1520530739100227518,OK,1452,1242,0.6885,1.0578,0.0450
155,1520530739150229518,OK,1414,1177,0.7333,1.1183,0.0422
156,1520530739200231518,OK,1376,1144,0.7993,0.9638,0.0403
157,1520530739250232518,OK,1338,1089,0.8176,0.8504,0.0428
158,1520530739300234518,OK,1655,1527,0.5552,0.7152,0.0426
159,1520530739350118606,OK,1568,1341,0.6305,0.6559,0.0435
160,1520530739400120606,OK,1490,1226,0.6708,0.8436,0.0459
161,1520530739450122606,OK,1446,1157,0.6960,0.9943,0.0489
162,1520530739500123606,OK,1397,1102,0.7435,1.3869,0.0482
163,1520530739550125606,OK,1335,978,0.7348,1.7182,0.0498
164,1520530739600126606,OK,1307,885,0.8491,1.6112,0.0445
165,1520530739650128606,OK,1661,1527,0.5627,1.9346,0.0422
166,1520530739700129606,OK,1603,1377,0.6594,2.0230,0.0366
167,1520530739750311027,OK,1550,1336,0.7487,1.6965,0.0313
168,1520530739800313027,OK,1518,1258,0.7596,1.0187,0.0248
169,1520530739850406027,OK,1495,1256,0.8264,0.4258,0.0303
170,1520530739900316027,OK,1476,1223,0.8328,1.2744,0.0365
171,1520530739950318027,OK,1447,1215,0.8284,2.5715,0.0376
172,1520530740000319027,OK,1432,1109,0.8250,3.1171,0.0445
173,1520530740050321027,OK,1370,1080,0.9492,2.7679,0.0565
174,1520530740100322027,REPROJ_LOW_CONF,1283,932,1.0455,2.3369,0.0500
175,1520530740150481220,REPROJ_LOW_CONF,1222,869,1.0667,1.5496,0.0469
176,1520530740200483220,OK,1706,1588,0.5380,1.3137,0.0458
177,1520530740250484220,OK,1585,1404,0.7279,1.3249,0.0467
178,1520530740300486220,OK,1474,1186,0.7939,1.3154,0.0469
179,1520530740350487220,OK,1442,1118,0.8496,1.1348,0.0516
180,1520530740400489220,OK,1363,963,0.8593,1.1513,0.0568
181,1520530740450490220,OK,1274,934,0.9277,2.4585,0.0550
182,1520530740500492220,OK,1183,858,0.9829,3.3207,0.0670
183,1520530740550278062,OK,1517,1253,0.6212,3.5557,0.0643
184,1520530740600280062,OK,1341,1091,0.8034,3.1478,0.0671
185,1520530740650282062,OK,1213,930,0.8677,2.4277,0.0616
186,1520530740700283062,OK,1109,802,0.8915,1.6241,0.0651
187,1520530740750285062,OK,1055,715,0.8841,1.3402,0.0652
188,1520530740800287062,OK,1683,1613,0.4867,1.5952,0.0595
189,1520530740850288062,OK,1619,1512,0.6461,1.9309,0.0622
190,1520530740900290062,OK,1487,1325,0.7797,2.4799,0.0613
191,1520530740950431641,OK,1369,1172,0.9000,2.8133,0.0602
192,1520530741000432641,OK,1175,962,0.9799,2.8244,0.0671
193,1520530741050434641,OK,1633,1585,0.4748,3.2859,0.0610
194,1520530741100435641,OK,1501,1405,0.6443,3.3154,0.0637
195,1520530741150437641,OK,1388,1211,0.7801,2.5462,0.0630
196,1520530741200438641,OK,1204,1039,0.9005,2.5322,0.0664
197,1520530741250440641,OK,1044,851,0.9691,2.9816,0.0706
198,1520530741300441641,OK,1601,1516,0.5501,3.1475,0.0687
199,1520530741350637115,OK,1264,1150,0.7761,2.4567,0.0669
