frame_idx,timestamp_ns,status,n_matched,n_inliers,reproj_rmse_px,step_rot_deg,step_trans_m
177,1520439650902349744,OK,1458,1342,0.5959,0.9924,0.0284
178,1520439650952383043,OK,1455,1357,0.5293,0.5605,0.0227
179,1520439651002384043,OK,1530,1462,0.5528,0.4770,0.0222
180,1520439651052386043,OK,1515,1419,0.5110,0.4362,0.0186
181,1520439651102388043,OK,1530,1448,0.5434,0.1085,0.0130
182,1520439651152390043,OK,1505,1462,0.5345,0.3196,0.0088
183,1520439651202391043,OK,1505,1424,0.5078,0.5391,0.0076
184,1520439651252393043,OK,1516,1454,0.4621,0.4007,0.0083
185,1520439651302394043,OK,1504,1475,0.4795,0.2491,0.0124
186,1520439651352413586,OK,1478,1370,0.5120,0.4313,0.0179
187,1520439651402415586,OK,1430,1316,0.5394,0.6189,0.0235
188,1520439651452416586,OK,1440,1353,0.5231,0.5670,0.0280
189,1520439651502417586,OK,1432,1343,0.5029,0.2750,0.0314
190,1520439651552419586,OK,1473,1391,0.5583,0.2293,0.0349
191,1520439651602421586,OK,1475,1358,0.4982,0.5489,0.0370
192,1520439651652422586,OK,1490,1377,0.5274,0.6442,0.0392
193,1520439651702423586,OK,1486,1381,0.5651,0.5232,0.0400
194,1520439651752386534,OK,1494,1423,0.5405,0.5814,0.0398
195,1520439651802370534,OK,1491,1406,0.5337,0.5426,0.0374
196,1520439651852371534,OK,1408,1327,0.5193,1.1951,0.0382
197,1520439651902373534,OK,1417,1334,0.5856,1.3785,0.0380
198,1520439651952374534,OK,1407,1348,0.4975,0.7599,0.0364
199,1520439652002376534,OK,1457,1403,0.5141,1.0219,0.0346
200,1520439652052377534,OK,1418,1344,0.4940,0.9917,0.0361
201,1520439652102379534,OK,1439,1347,0.5006,0.6910,0.0395
202,1520439652152365587,OK,1471,1361,0.5092,0.8521,0.0422
203,1520439652202367587,OK,1462,1359,0.5840,0.8347,0.0437
204,1520439652252369587,OK,1407,1317,0.5297,0.7461,0.0463
205,1520439652302370587,OK,1374,1236,0.5349,1.2569,0.0508
206,1520439652352372587,OK,1396,1209,0.5333,1.6799,0.0551
207,1520439652402373587,OK,1403,1337,0.5461,1.6006,0.0516
208,1520439652452375587,OK,1396,1295,0.5289,1.8870,0.0539
209,1520439652502376587,OK,1352,1271,0.5241,1.7577,0.0531
210,1520439652552312341,OK,1418,1341,0.4845,1.2597,0.0524
211,1520439652602313341,OK,1435,1365,0.5062,0.9676,0.0508
212,1520439652652315341,OK,1409,1334,0.5105,0.9574,0.0511
213,1520439652702318341,OK,1446,1366,0.5170,0.6886,0.0515
214,1520439652752318341,OK,1436,1336,0.5278,0.1923,0.0540
215,1520439652802320341,OK,1455,1355,0.5091,1.0496,0.0536
216,1520439652852322341,OK,1460,1327,0.5329,1.7025,0.0507
217,1520439652902324341,OK,1514,1415,0.5542,1.9707,0.0491
218,1520439652952290043,OK,1570,1499,0.5063,1.0576,0.0464
219,1520439653002291043,OK,1603,1540,0.4528,0.3648,0.0433
220,1520439653052293043,OK,1619,1560,0.4591,0.5374,0.0406
221,1520439653102294043,OK,1653,1604,0.4864,0.3809,0.0385
222,1520439653152296043,OK,1650,1594,0.4469,0.5054,0.0376
223,1520439653202298043,OK,1633,1584,0.4184,0.6009,0.0354
224,1520439653252299043,OK,1662,1632,0.4416,0.6259,0.0337
225,1520439653302300043,OK,1693,1636,0.4194,0.4653,0.0333
226,1520439653352302043,OK,1653,1627,0.4184,0.9680,0.0317
227,1520439653402418271,OK,1678,1652,0.3825,1.1737,0.0296
228,1520439653452420271,OK,1723,1696,0.3840,0.9968,0.0274
229,1520439653502422271,OK,1710,1703,0.3663,0.4646,0.0254
230,1520439653552423271,OK,1709,1668,0.3478,0.7271,0.0237
231,1520439653602425271,OK,1727,1699,0.3784,1.1309,0.0229
232,1520439653652426271,OK,1714,1687,0.3410,0.7616,0.0246
233,1520439653702428271,OK,1704,1687,0.3662,0.5742,0.0263
234,1520439653752429271,OK,1696,1677,0.3622,0.2393,0.0284
235,1520439653802499762,OK,1726,1681,0.3544,0.5355,0.0306
236,1520439653852501762,OK,1687,1662,0.3353,0.6967,0.0325
237,1520439653902502762,OK,1707,1676,0.3802,1.1368,0.0348
238,1520439653952504762,OK,1691,1643,0.3635,1.2995,0.0362
239,1520439654002505762,OK,1708,1687,0.3806,0.3419,0.0361
240,1520439654052507762,OK,1683,1656,0.4084,0.5156,0.0361
241,1520439654102509762,OK,1604,1581,0.3944,0.8737,0.0377
242,1520439654152510762,OK,1570,1542,0.4552,1.4600,0.0378
243,1520439654202495060,OK,1603,1542,0.4560,1.5937,0.0376
244,1520439654252497060,OK,1653,1591,0.4589,0.9357,0.0365
245,1520439654302499060,OK,1643,1568,0.4662,0.2876,0.0368
246,1520439654352501060,OK,1649,1583,0.4603,0.3284,0.0381
247,1520439654402502060,OK,1632,1565,0.4779,0.5871,0.0380
248,1520439654452504060,OK,1610,1550,0.4678,0.5454,0.0381
249,1520439654502505060,OK,1651,1597,0.4640,0.8752,0.0370
250,1520439654552507060,OK,1706,1673,0.4720,0.5747,0.0348
251,1520439654602432218,OK,1699,1642,0.4445,0.4017,0.0329
252,1520439654652433218,OK,1698,1640,0.4463,0.3321,0.0338
253,1520439654702434218,OK,1684,1630,0.4483,0.2263,0.0350
254,1520439654752436218,OK,1702,1666,0.4546,0.4865,0.0376
255,1520439654802437218,OK,1670,1619,0.4480,0.7329,0.0405
256,1520439654852439218,OK,1683,1633,0.4838,0.6651,0.0412
257,1520439654902441218,OK,1653,1581,0.4616,0.5776,0.0409
258,1520439654952443218,OK,1667,1618,0.4356,0.7743,0.0392
259,1520439655002363639,OK,1711,1649,0.4515,1.2500,0.0391
260,1520439655052365639,OK,1729,1645,0.4110,1.0373,0.0380
261,1520439655102367639,OK,1745,1654,0.4080,1.6037,0.0385
262,1520439655152368639,OK,1749,1693,0.4057,1.3699,0.0381
263,1520439655202370639,OK,1676,1620,0.3939,1.1339,0.0366
264,1520439655252371639,OK,1621,1528,0.3034,0.8977,0.0380
265,1520439655302373639,OK,1596,1488,0.3390,0.6716,0.0403
266,1520439655352374639,OK,1518,1441,0.5209,0.4233,0.0400
267,1520439655402376639,OK,1633,1526,0.3447,0.6170,0.0431
268,1520439655452307622,OK,1649,1573,0.3773,0.6770,0.0449
269,1520439655502308622,OK,1666,1577,0.3367,0.5616,0.0477
270,1520439655552310622,OK,1626,1573,0.3462,0.7649,0.0495
271,1520439655602311622,OK,1632,1581,0.3573,0.9243,0.0497
272,1520439655652313622,OK,1634,1585,0.3461,1.2117,0.0508
273,1520439655702314622,OK,1632,1588,0.3670,1.2759,0.0527
274,1520439655752316622,OK,1623,1585,0.2935,0.5994,0.0529
275,1520439655802317622,OK,1611,1573,0.2735,0.4297,0.0524
276,1520439655852339130,OK,1613,1588,0.2806,0.8597,0.0510
277,1520439655902341130,OK,1560,1543,0.2966,1.1562,0.0492
278,1520439655952343130,OK,1498,1482,0.3102,1.5939,0.0482
279,1520439656002344130,OK,1519,1492,0.3118,1.6737,0.0461
280,1520439656052346130,OK,1540,1472,0.2796,1.5160,0.0451
281,1520439656102348130,OK,1532,1483,0.3277,1.3658,0.0435
282,1520439656152349130,OK,1504,1457,0.3351,1.0753,0.0410
283,1520439656202351130,OK,1506,1458,0.3155,0.6919,0.0414
284,1520439656252373815,OK,1486,1418,0.3808,0.7995,0.0403
285,1520439656302374815,OK,1481,1417,0.3664,0.4604,0.0393
286,1520439656352376815,OK,1490,1411,0.4273,0.8491,0.0388
287,1520439656402379815,OK,1519,1434,0.4177,1.4157,0.0410
288,1520439656452379815,OK,1490,1373,0.4566,1.4296,0.0405
289,1520439656502381815,OK,1497,1393,0.4970,1.1923,0.0404
290,1520439656552382815,OK,1433,1332,0.5359,1.0922,0.0388
291,1520439656602487815,OK,1444,1330,0.5371,0.6308,0.0389
292,1520439656652278657,OK,1439,1307,0.5563,0.5789,0.0351
293,1520439656702280657,OK,1430,1294,0.5834,0.5809,0.0362
294,1520439656752281657,OK,1404,1283,0.5926,0.3349,0.0375
295,1520439656802283657,OK,1425,1272,0.5770,0.2562,0.0404
296,1520439656852284657,OK,1363,1189,0.5848,0.2216,0.0378
297,1520439656902286657,OK,1393,1233,0.6431,0.8812,0.0462
298,1520439656952287657,OK,1323,1179,0.6591,0.8005,0.0470
299,1520439657002289657,OK,1361,1212,0.6558,0.8295,0.0456
300,1520439657052304920,OK,1400,1282,0.5959,0.9973,0.0424
301,1520439657102305920,OK,1459,1366,0.5998,0.5471,0.0390
302,1520439657152307920,OK,1427,1336,0.5370,0.8571,0.0375
303,1520439657202308920,OK,1427,1345,0.5672,0.7050,0.0387
304,1520439657252310920,OK,1455,1368,0.5752,0.2908,0.0384
305,1520439657302311920,OK,1477,1413,0.4844,0.6762,0.0431
306,1520439657352313920,OK,1453,1382,0.5355,0.9239,0.0441
307,1520439657402314920,OK,1480,1409,0.5220,0.6735,0.0449
308,1520439657452414885,OK,1377,1275,0.5224,1.4243,0.0470
309,1520439657502416885,OK,1344,1236,0.5381,2.2427,0.0463
310,1520439657552418885,OK,1425,1344,0.5380,1.6605,0.0417
311,1520439657602419885,OK,1462,1373,0.4632,1.3588,0.0374
312,1520439657652421885,OK,1486,1428,0.4666,1.4058,0.0341
313,1520439657702422885,OK,1433,1342,0.5345,1.9464,0.0325
314,1520439657752424885,OK,1438,1360,0.5199,2.4135,0.0320
315,1520439657802426885,OK,1471,1430,0.4718,2.2579,0.0292
316,1520439657852427885,OK,1500,1461,0.4736,1.5785,0.0264
317,1520439657902511832,OK,1512,1450,0.4278,1.0808,0.0270
318,1520439657952513832,OK,1552,1504,0.4209,1.0223,0.0276
319,1520439658002514832,OK,1583,1538,0.4354,0.9752,0.0289
320,1520439658052516832,OK,1595,1555,0.4263,0.9535,0.0312
321,1520439658102517832,OK,1598,1554,0.4351,1.0734,0.0321
322,1520439658152519832,OK,1607,1563,0.4685,1.0947,0.0318
323,1520439658202598832,OK,1626,1585,0.4288,1.1828,0.0322
324,1520439658252522832,OK,1627,1577,0.4335,1.1540,0.0327
325,1520439658302571639,OK,1656,1570,0.4451,1.3685,0.0324
326,1520439658352572639,OK,1636,1584,0.4711,1.1912,0.0313
327,1520439658402574639,OK,1624,1544,0.4290,0.7200,0.0316
328,1520439658452575639,OK,1645,1583,0.4450,0.4711,0.0326
329,1520439658502577639,OK,1611,1560,0.4382,0.3610,0.0344
330,1520439658552578639,OK,1613,1549,0.4751,0.7744,0.0371
331,1520439658602580639,OK,1605,1482,0.4308,0.8408,0.0397
332,1520439658652582639,OK,1555,1459,0.4685,1.1303,0.0411
333,1520439658702483920,OK,1555,1477,0.5052,1.3446,0.0420
334,1520439658752485920,OK,1531,1433,0.4537,1.6366,0.0445
335,1520439658802486920,OK,1535,1429,0.4902,1.2287,0.0456
336,1520439658852488920,OK,1392,1278,0.3514,1.4836,0.0462
337,1520439658902489920,OK,1345,1218,0.3698,1.4893,0.0455
338,1520439658952491920,OK,1453,1342,0.3816,1.3730,0.0466
339,1520439659002492920,OK,1474,1357,0.3713,0.9296,0.0460
340,1520439659052494920,OK,1461,1366,0.3680,0.7402,0.0469
341,1520439659102411516,OK,1462,1370,0.3941,0.5638,0.0474
342,1520439659152413516,OK,1475,1358,0.3828,0.6219,0.0476
343,1520439659202414516,OK,1433,1362,0.4581,0.3888,0.0484
344,1520439659252416516,OK,1437,1348,0.4160,0.6452,0.0480
345,1520439659302417516,OK,1447,1385,0.4029,0.9030,0.0475
346,1520439659352419516,OK,1476,1386,0.3688,1.4784,0.0457
347,1520439659402420516,OK,1451,1350,0.4345,2.0691,0.0486
348,1520439659452423516,OK,1473,1399,0.3799,0.9065,0.0493
349,1520439659502420920,OK,1452,1344,0.3604,0.3524,0.0509
350,1520439659552422920,OK,1456,1405,0.3040,0.8623,0.0493
351,1520439659602424920,OK,1466,1397,0.3555,1.2013,0.0480
352,1520439659652425920,OK,1451,1389,0.3479,1.4725,0.0467
353,1520439659702427920,OK,1459,1356,0.3888,1.6117,0.0473
354,1520439659752428920,OK,1419,1347,0.4050,1.5826,0.0453
355,1520439659802479920,OK,1464,1384,0.4177,1.4184,0.0437
356,1520439659852431920,OK,1382,1284,0.4276,1.2559,0.0433
357,1520439659902486902,OK,1387,1278,0.4752,1.2454,0.0411
358,1520439659952487902,OK,1405,1281,0.4265,1.1841,0.0421
359,1520439660002489902,OK,1352,1245,0.4958,1.1922,0.0403
360,1520439660052490902,OK,1390,1249,0.4821,0.9080,0.0413
361,1520439660102492902,OK,1405,1262,0.5385,0.7438,0.0391
362,1520439660152493902,OK,1416,1255,0.5662,0.9156,0.0379
363,1520439660202495902,OK,1388,1230,0.5564,0.6981,0.0370
364,1520439660252497902,OK,1386,1246,0.5986,0.9032,0.0346
365,1520439660302498902,OK,1451,1348,0.6333,1.0234,0.0349
366,1520439660352440692,OK,1405,1295,0.5794,1.2473,0.0340
367,1520439660402441692,OK,1408,1271,0.6058,0.9463,0.0347
368,1520439660452443692,OK,1429,1261,0.5716,0.8054,0.0361
369,1520439660502445692,OK,1380,1233,0.5927,1.1152,0.0345
370,1520439660552446692,OK,1455,1342,0.5727,1.1195,0.0373
371,1520439660602447692,OK,1469,1339,0.5938,1.0526,0.0388
372,1520439660652449692,OK,1454,1356,0.6075,1.0599,0.0424
373,1520439660702451692,OK,1453,1337,0.6363,1.2848,0.0471
374,1520439660752516639,OK,1384,1260,0.6363,1.8443,0.0515
375,1520439660802517639,OK,1375,1235,0.7042,2.3576,0.0602
376,1520439660852519639,OK,1356,1219,0.7442,3.3644,0.0679
377,1520439660902520639,OK,1313,1211,0.7217,4.1700,0.0746
378,1520439660952522639,OK,1435,1293,0.6853,4.0302,0.0758
379,1520439661002524639,OK,1521,1333,0.6899,3.3963,0.0724
380,1520439661052525639,OK,1612,1461,0.7322,2.9580,0.0695
381,1520439661102527639,OK,1608,1434,0.6825,2.7911,0.0668
382,1520439661152754253,OK,1533,1388,0.6742,2.7802,0.0634
383,1520439661202756253,OK,1569,1415,0.6342,2.3246,0.0590
384,1520439661252757253,OK,1644,1508,0.6579,1.8706,0.0555
385,1520439661302758253,OK,1610,1507,0.6358,2.0966,0.0491
386,1520439661352760253,OK,1541,1461,0.6987,2.5876,0.0434
387,1520439661402784253,OK,1586,1442,0.6338,3.0384,0.0443
388,1520439661452763253,OK,1619,1430,0.6813,3.3992,0.0467
389,1520439661502765253,OK,1612,1395,0.8046,3.7491,0.0417
390,1520439661553033201,OK,1588,1324,0.7556,3.7556,0.0589
391,1520439661603035201,OK,1384,1155,0.7625,4.2332,0.0575
392,1520439661653036201,OK,1350,1062,0.7440,4.7721,0.0626
393,1520439661703038201,OK,1181,897,0.7858,5.1731,0.0619
394,1520439661753039201,OK,1087,847,0.6651,4.5886,0.0668
395,1520439661803041201,OK,999,830,0.7197,4.2708,0.0628
396,1520439661853043201,OK,947,779,0.7057,4.4348,0.0616
397,1520439661903044201,OK,921,783,0.7607,4.8442,0.0640
398,1520439661952836095,OK,1003,836,0.7320,4.9755,0.0630
399,1520439662002837095,OK,1112,936,0.6937,4.7347,0.0698
400,1520439662052839095,OK,1085,932,0.6551,4.2732,0.0688
401,1520439662102840095,OK,1089,1004,0.6416,3.8316,0.0659
402,1520439662152842095,OK,1093,951,0.6247,3.3038,0.0638
403,1520439662202843095,OK,1178,1035,0.5992,3.4067,0.0685
404,1520439662252845095,OK,1146,992,0.6277,3.8947,0.0699
405,1520439662302847095,OK,1138,984,0.6176,3.7287,0.0727
406,1520439662352627674,OK,1132,1006,0.6895,3.4438,0.0626
407,1520439662402629674,OK,1210,1051,0.6602,2.7491,0.0664
408,1520439662452631674,OK,1370,1225,0.5910,2.1463,0.0629
