frame_idx,timestamp_ns,status,n_tracked,n_inliers
314,1520439657752424885,OK,655,655
315,1520439657802426885,POSE_FAIL,655,0
316,1520439657852427885,POSE_FAIL,655,0
317,1520439657902511832,OK,655,655
318,1520439657952513832,OK,655,655
319,1520439658002514832,POSE_FAIL,655,0
320,1520439658052516832,OK,655,655
321,1520439658102517832,OK,655,655
322,1520439658152519832,POSE_FAIL,655,0
323,1520439658202598832,OK,655,655
324,1520439658252522832,OK,655,655
325,1520439658302571639,POSE_FAIL,655,0
326,1520439658352572639,OK,655,653
327,1520439658402574639,OK,653,653
328,1520439658452575639,POSE_FAIL,653,0
329,1520439658502577639,OK,653,653
330,1520439658552578639,OK,653,653
331,1520439658602580639,OK,653,653
332,1520439658652582639,OK,653,653
333,1520439658702483920,OK,653,653
334,1520439658752485920,OK,653,653
335,1520439658802486920,OK,653,653
336,1520439658852488920,OK,653,653
337,1520439658902489920,OK,653,653
338,1520439658952491920,OK,653,653
339,1520439659002492920,OK,653,653
340,1520439659052494920,OK,653,653
341,1520439659102411516,OK,653,652
342,1520439659152413516,OK,652,652
343,1520439659202414516,OK,652,652
344,1520439659252416516,OK,652,652
345,1520439659302417516,OK,652,652
346,1520439659352419516,OK,652,652
347,1520439659402420516,OK,652,652
348,1520439659452423516,OK,652,652
349,1520439659502420920,OK,652,652
350,1520439659552422920,OK,652,652
351,1520439659602424920,OK,652,652
352,1520439659652425920,OK,652,652
353,1520439659702427920,OK,652,652
354,1520439659752428920,OK,652,650
355,1520439659802479920,OK,650,649
356,1520439659852431920,OK,649,649
357,1520439659902486902,OK,649,649
358,1520439659952487902,OK,649,649
359,1520439660002489902,OK,649,649
360,1520439660052490902,OK,649,649
361,1520439660102492902,OK,649,649
362,1520439660152493902,OK,649,649
363,1520439660202495902,OK,649,649
364,1520439660252497902,OK,649,649
365,1520439660302498902,OK,649,649
366,1520439660352440692,OK,649,649
367,1520439660402441692,OK,649,649
368,1520439660452443692,OK,649,649
369,1520439660502445692,OK,649,649
370,1520439660552446692,OK,649,649
371,1520439660602447692,OK,649,649
372,1520439660652449692,OK,649,649
373,1520439660702451692,OK,649,648
374,1520439660752516639,OK,644,637
375,1520439660802517639,OK,634,629
376,1520439660852519639,OK,622,614
377,1520439660902520639,OK,592,567
378,1520439660952522639,OK,534,522
379,1520439661002524639,OK,522,522
380,1520439661052525639,OK,522,519
381,1520439661102527639,OK,504,478
382,1520439661152754253,OK,478,474
383,1520439661202756253,OK,467,459
384,1520439661252757253,OK,437,425
385,1520439661302758253,OK,425,419
386,1520439661352760253,OK,419,414
387,1520439661402784253,POSE_FAIL,414,0
388,1520439661452763253,POSE_FAIL,414,0
389,1520439661502765253,OK,414,414
390,1520439661553033201,OK,414,411
391,1520439661603035201,OK,411,411
392,1520439661653036201,OK,411,409
393,1520439661703038201,OK,409,409
394,1520439661753039201,OK,409,409
395,1520439661803041201,OK,409,409
396,1520439661853043201,OK,409,407
397,1520439661903044201,OK,407,405
398,1520439661952836095,OK,405,405
399,1520439662002837095,OK,405,405
400,1520439662052839095,OK,405,405
401,1520439662102840095,OK,405,403
402,1520439662152842095,OK,403,402
403,1520439662202843095,OK,402,398
404,1520439662252845095,POSE_FAIL,398,0
405,1520439662302847095,OK,398,393
406,1520439662352627674,POSE_FAIL,393,0
407,1520439662402629674,OK,393,388
408,1520439662452631674,OK,388,388
409,1520439662502632674,OK,388,388
410,1520439662552633674,OK,388,388
411,1520439662602635674,OK,388,388
412,1520439662652637674,OK,388,388
413,1520439662702639674,OK,388,388
414,1520439662752640674,OK,388,388
415,1520439662802656218,OK,388,388
416,1520439662852657218,OK,388,388
417,1520439662902659218,OK,388,388
418,1520439662952660218,OK,388,386
419,1520439663002662218,OK,386,385
420,1520439663052663218,OK,385,385
421,1520439663102665218,OK,385,385
422,1520439663152666218,OK,385,385
423,1520439663202878183,OK,385,377
424,1520439663252879183,OK,377,373
425,1520439663302881183,OK,373,370
426,1520439663352882183,OK,370,370
427,1520439663402884183,OK,370,370
428,1520439663452886183,OK,370,366
429,1520439663502887183,OK,366,355
430,1520439663552889183,OK,355,355
431,1520439663602615446,OK,355,355
432,1520439663652617446,OK,355,355
433,1520439663702619446,OK,355,355
434,1520439663752620446,OK,355,355
435,1520439663802622446,OK,355,349
436,1520439663852623446,OK,349,343
437,1520439663902625446,OK,343,337
438,1520439663952626446,OK,337,337
439,1520439664002437218,OK,337,337
440,1520439664052439218,OK,337,337
441,1520439664102440218,OK,337,337
442,1520439664152442218,OK,337,337
443,1520439664202444218,OK,337,337
444,1520439664252445218,OK,337,337
445,1520439664302446218,OK,337,337
446,1520439664352448218,OK,337,337
447,1520439664402601990,OK,337,337
448,1520439664452603990,OK,337,337
449,1520439664502605990,OK,337,337
450,1520439664552606990,POSE_FAIL,337,0
451,1520439664602612990,POSE_FAIL,337,0
452,1520439664652609990,OK,337,337
453,1520439664702611990,OK,337,337
454,1520439664752612990,OK,337,337
455,1520439664802614990,OK,337,337
456,1520439664852902095,OK,337,337
457,1520439664902904095,OK,337,337
458,1520439664952905095,OK,337,337
459,1520439665002907095,OK,337,337
460,1520439665052909095,OK,337,337
461,1520439665102910095,OK,337,337
462,1520439665152912095,OK,337,337
463,1520439665202913095,OK,337,336
464,1520439665252643657,OK,336,336
465,1520439665302644657,OK,336,336
466,1520439665352646657,OK,336,336
467,1520439665402647657,OK,336,336
468,1520439665452649657,OK,336,336
469,1520439665502651657,OK,336,336
470,1520439665552652657,OK,336,336
471,1520439665602654657,OK,336,336
472,1520439665652507323,OK,336,336
473,1520439665702508323,OK,336,336
474,1520439665752510323,OK,336,336
475,1520439665802512323,OK,336,336
476,1520439665852513323,OK,336,336
477,1520439665902514323,OK,336,336
478,1520439665952516323,OK,336,336
479,1520439666002518323,OK,336,336
480,1520439666052688236,OK,336,336
481,1520439666102689236,OK,336,336
482,1520439666152691236,OK,336,336
483,1520439666202693236,OK,336,336
484,1520439666252787236,POSE_FAIL,336,0
485,1520439666302696236,OK,336,336
486,1520439666352697236,POSE_FAIL,336,0
487,1520439666402699236,OK,336,336
488,1520439666452956446,OK,336,336
489,1520439666502958446,OK,336,336
490,1520439666552959446,POSE_FAIL,336,0
491,1520439666602961446,OK,336,336
492,1520439666652963446,OK,336,336
493,1520439666702964446,OK,336,336
494,1520439666752966446,OK,336,336
495,1520439666802967446,OK,336,336
496,1520439666852799130,OK,336,336
497,1520439666902800130,OK,336,336
498,1520439666952802130,OK,336,336
499,1520439667002803130,OK,336,336
500,1520439667052805130,OK,336,336
501,1520439667102807130,POSE_FAIL,336,0
502,1520439667152808130,OK,336,336
503,1520439667202810130,OK,336,336
504,1520439667252812130,POSE_FAIL,336,0
505,1520439667302625622,OK,336,336
506,1520439667352627622,OK,336,336
507,1520439667402628622,OK,336,336
508,1520439667452630622,OK,336,336
509,1520439667502631622,OK,336,336
510,1520439667552633622,OK,336,336
511,1520439667602634622,OK,336,336
512,1520439667652636622,OK,336,336
513,1520439667703016429,OK,336,333
514,1520439667753018429,OK,333,333
515,1520439667803019429,OK,333,326
516,1520439667853083429,OK,326,315
517,1520439667903023429,OK,315,304
518,1520439667953024429,OK,304,298
519,1520439668003026429,OK,298,280
520,1520439668053027429,OK,280,272
521,1520439668103579253,OK,272,269
522,1520439668153580253,OK,269,269
523,1520439668203582253,OK,269,269
524,1520439668253584253,OK,269,269
525,1520439668303585253,OK,269,269
526,1520439668353587253,OK,269,269
527,1520439668403588253,OK,269,269
528,1520439668453590253,OK,269,269
529,1520439668502948376,OK,269,269
530,1520439668552950376,OK,269,269
531,1520439668602951376,OK,269,269
532,1520439668652953376,OK,269,269
533,1520439668702955376,OK,269,269
534,1520439668752956376,OK,269,269
535,1520439668802958376,POSE_FAIL,269,0
536,1520439668852960376,OK,269,269
537,1520439668902746850,OK,269,269
538,1520439668952748850,OK,269,269
539,1520439669002750850,OK,269,269
540,1520439669052751850,OK,269,269
541,1520439669102752850,OK,269,269
542,1520439669152754850,OK,269,269
543,1520439669202756850,OK,269,269
544,1520439669252757850,OK,269,269
545,1520439669303329955,OK,269,269
546,1520439669353330955,OK,269,269
547,1520439669403332955,OK,269,268
548,1520439669453362955,OK,268,268
549,1520439669503335955,OK,268,268
550,1520439669553336955,OK,268,264
551,1520439669603338955,OK,264,261
552,1520439669653339955,POSE_FAIL,261,0
553,1520439669703341955,OK,261,261
554,1520439669753461481,OK,261,261
555,1520439669803463481,OK,261,261
556,1520439669853465481,OK,261,261
557,1520439669903466481,OK,261,261
558,1520439669953468481,OK,261,261
559,1520439670003469481,OK,261,261
560,1520439670053471481,OK,261,261
561,1520439670103472481,OK,261,261
562,1520439670152925499,OK,261,261
563,1520439670202926499,OK,261,261
564,1520439670252928499,POSE_FAIL,261,0
565,1520439670302930499,POSE_FAIL,261,0
566,1520439670352931499,OK,261,261
567,1520439670402933499,OK,261,261
568,1520439670452934499,OK,261,261
569,1520439670502936499,OK,261,261
570,1520439670552851481,OK,261,261
571,1520439670602853481,OK,261,261
572,1520439670652854481,OK,261,261
573,1520439670702856481,OK,261,261
574,1520439670752857481,OK,261,261
575,1520439670802859481,OK,261,261
576,1520439670852860481,OK,261,261
577,1520439670902862481,OK,261,261
578,1520439670953163481,OK,261,261
579,1520439671003165481,OK,261,261
580,1520439671053166481,OK,261,261
581,1520439671103168481,OK,261,260
582,1520439671153169481,POSE_FAIL,260,0
583,1520439671203171481,OK,260,260
584,1520439671253172481,OK,260,260
585,1520439671303174481,OK,260,260
586,1520439671353137306,OK,260,260
587,1520439671403139306,OK,260,255
588,1520439671453141306,OK,255,255
589,1520439671503142306,OK,255,255
590,1520439671553144306,OK,255,255
591,1520439671603145306,OK,255,255
592,1520439671653147306,OK,255,255
593,1520439671703148306,OK,255,255
594,1520439671753150306,OK,255,255
595,1520439671803214815,OK,255,255
596,1520439671853216815,OK,255,255
597,1520439671903218815,POSE_FAIL,255,0
598,1520439671953219815,OK,255,255
599,1520439672003221815,OK,255,255
600,1520439672053223815,POSE_FAIL,255,0
601,1520439672103224815,OK,255,255
602,1520439672153226815,OK,255,255
603,1520439672203030622,OK,255,255
604,1520439672253032622,OK,255,255
605,1520439672303034622,OK,255,255
606,1520439672353035622,OK,255,255
607,1520439672403037622,OK,255,255
608,1520439672453038622,OK,255,255
609,1520439672503040622,OK,255,255
610,1520439672553041622,OK,255,255
611,1520439672603290271,OK,255,255
612,1520439672653292271,OK,255,254
613,1520439672703294271,OK,254,253
614,1520439672753295271,OK,253,253
615,1520439672803297271,OK,253,253
616,1520439672853298271,OK,253,253
617,1520439672903300271,OK,253,253
618,1520439672953301271,OK,253,253
619,1520439673003087551,OK,253,253
620,1520439673053089551,OK,253,253
621,1520439673103090551,OK,253,253
622,1520439673153092551,OK,253,253
623,1520439673203093551,OK,253,253
624,1520439673253095551,OK,253,253
625,1520439673303096551,OK,253,253
626,1520439673353098551,OK,253,253
627,1520439673403125587,OK,253,253
628,1520439673453127587,OK,253,253
629,1520439673503129587,OK,253,253
630,1520439673553130587,OK,253,253
631,1520439673603132587,OK,253,253
632,1520439673653134587,OK,253,253
633,1520439673703135587,OK,253,253
634,1520439673753137587,OK,253,253
635,1520439673803146464,OK,253,253
636,1520439673853147464,OK,253,253
637,1520439673903149464,OK,253,253
638,1520439673953150464,OK,253,253
639,1520439674003154464,OK,253,253
640,1520439674053153464,OK,253,253
641,1520439674103154464,OK,253,253
642,1520439674153156464,OK,253,253
643,1520439674203157464,OK,253,253
644,1520439674253443183,OK,253,253
645,1520439674303521183,OK,253,253
646,1520439674353446183,OK,253,253
647,1520439674403448183,OK,253,253
648,1520439674453449183,POSE_FAIL,253,0
649,1520439674503451183,OK,253,253
650,1520439674553452183,OK,253,253
651,1520439674603454183,OK,253,253
652,1520439674653264113,POSE_FAIL,253,0
653,1520439674703265113,OK,253,253
654,1520439674753267113,POSE_FAIL,253,0
655,1520439674803268113,POSE_FAIL,253,0
656,1520439674853270113,OK,253,253
657,1520439674903271113,OK,253,253
658,1520439674953273113,OK,253,253
659,1520439675003274113,OK,253,253
660,1520439675053094429,OK,253,253
661,1520439675103096429,OK,253,253
662,1520439675153097429,OK,253,253
663,1520439675203099429,OK,253,253
664,1520439675253101429,OK,253,253
665,1520439675303102429,OK,253,253
666,1520439675353103429,OK,253,253
667,1520439675403105429,OK,253,253
668,1520439675453274095,OK,250,250
669,1520439675503276095,OK,250,250
670,1520439675553278095,OK,250,250
671,1520439675603279095,OK,250,247
672,1520439675653280095,OK,247,247
673,1520439675703281095,OK,247,247
674,1520439675753283095,OK,247,247
675,1520439675803285095,OK,247,247
676,1520439675853241043,OK,247,247
677,1520439675903279043,OK,247,247
678,1520439675953244043,OK,247,244
679,1520439676003246043,OK,244,243
680,1520439676053247043,OK,243,243
681,1520439676103249043,OK,243,243
682,1520439676153250043,OK,243,243
683,1520439676203252043,OK,243,243
684,1520439676253028639,OK,243,243
685,1520439676303029639,OK,243,243
686,1520439676353031639,OK,243,243
687,1520439676403032639,OK,243,243
688,1520439676453034639,POSE_FAIL,243,0
689,1520439676503035639,POSE_FAIL,243,0
690,1520439676553037639,POSE_FAIL,243,0
691,1520439676603038639,POSE_FAIL,243,0
692,1520439676653040639,OK,243,243
693,1520439676703011551,POSE_FAIL,243,0
694,1520439676753012551,OK,243,243
695,1520439676803014551,OK,243,243
696,1520439676853016551,OK,243,243
697,1520439676903017551,POSE_FAIL,243,0
698,1520439676953019551,POSE_FAIL,243,0
699,1520439677003021551,OK,243,243
700,1520439677053022551,POSE_FAIL,243,0
701,1520439677103258306,OK,243,243
702,1520439677153259306,OK,243,243
703,1520439677203260306,OK,243,243
704,1520439677253262306,OK,243,243
705,1520439677303263306,OK,243,243
706,1520439677353266306,OK,243,243
707,1520439677403267306,OK,243,243
708,1520439677453268306,OK,243,243
709,1520439677502998657,OK,243,243
710,1520439677552999657,OK,243,243
711,1520439677603001657,OK,243,243
712,1520439677653002657,OK,243,243
713,1520439677703004657,OK,243,243
714,1520439677753005657,OK,243,243
715,1520439677803007657,OK,243,243
716,1520439677853009657,OK,243,243
717,1520439677902889323,OK,243,243
718,1520439677952891323,OK,243,243
719,1520439678002892323,OK,243,243
720,1520439678052894323,OK,243,243
721,1520439678102895323,OK,243,243
722,1520439678152897323,OK,243,243
723,1520439678202899323,OK,243,243
724,1520439678252900323,POSE_FAIL,243,0
725,1520439678303372358,OK,241,240
726,1520439678353373358,OK,240,240
727,1520439678403375358,OK,240,240
728,1520439678453377358,OK,240,240
729,1520439678503378358,OK,240,240
730,1520439678553380358,OK,240,240
731,1520439678603381358,OK,240,240
732,1520439678653383358,OK,240,240
733,1520439678702959025,OK,240,240
734,1520439678752961025,OK,240,240
735,1520439678802962025,OK,240,240
736,1520439678852964025,OK,240,240
737,1520439678902966025,OK,240,240
738,1520439678952968025,OK,240,240
739,1520439679002969025,OK,240,240
740,1520439679052970025,OK,240,240
741,1520439679102972025,OK,240,234
742,1520439679152796674,OK,234,229
743,1520439679202798674,OK,229,229
744,1520439679252799674,OK,229,229
745,1520439679302801674,OK,229,229
746,1520439679352802674,OK,229,229
747,1520439679402804674,OK,229,228
748,1520439679452806674,OK,228,228
749,1520439679502807674,OK,228,228
750,1520439679553117253,OK,228,228
751,1520439679603118253,OK,228,228
752,1520439679653120253,OK,228,228
753,1520439679703121253,OK,227,225
754,1520439679753123253,OK,225,223
755,1520439679803124253,OK,223,223
756,1520439679853126253,OK,223,222
757,1520439679903128253,OK,222,208
758,1520439679953688271,OK,208,206
759,1520439680003690271,POSE_FAIL,206,0
760,1520439680053692271,OK,206,206
761,1520439680103694271,OK,206,206
762,1520439680153695271,OK,206,206
763,1520439680203696271,OK,206,206
764,1520439680253698271,OK,206,206
765,1520439680303700271,OK,206,206
766,1520439680353304499,OK,206,206
767,1520439680403305499,OK,206,206
768,1520439680453308499,OK,206,206
769,1520439680503309499,OK,206,206
770,1520439680553312499,OK,206,206
771,1520439680603312499,POSE_FAIL,206,0
772,1520439680653313499,OK,206,206
773,1520439680703315499,POSE_FAIL,206,0
774,1520439680753291008,OK,206,206
775,1520439680803222008,OK,206,206
776,1520439680853223008,OK,206,206
777,1520439680903225008,OK,206,206
778,1520439680953226008,OK,206,206
779,1520439681003228008,OK,206,206
780,1520439681053230008,OK,206,206
781,1520439681103231008,OK,206,206
782,1520439681153233008,OK,206,206
783,1520439681203752744,OK,206,206
784,1520439681253754744,OK,206,206
785,1520439681303755744,OK,206,206
786,1520439681353757744,OK,206,206
787,1520439681403759744,OK,206,206
788,1520439681453760744,OK,206,206
