frame_idx,timestamp_ns,status,n_matched,n_inliers,reproj_rmse_px,step_rot_deg,step_trans_m
126,1520530737700183185,OK,1554,1539,0.3766,2.0370,0.0370
127,1520530737750184185,OK,1532,1505,0.4993,1.8903,0.0418
128,1520530737800186185,OK,1525,1476,0.6120,1.2819,0.0421
129,1520530737850187185,OK,1525,1446,0.6780,0.9403,0.0467
130,1520530737900189185,OK,1519,1432,0.7537,0.9242,0.0499
131,1520530737950191185,OK,1511,1391,0.8143,0.7942,0.0563
132,1520530738000192185,OK,1858,1810,0.3836,1.4794,0.0542
133,1520530738050194185,OK,1809,1743,0.5485,2.4174,0.0571
134,1520530738100307676,OK,1784,1658,0.6771,2.5980,0.0568
135,1520530738150314676,OK,1770,1575,0.7711,2.1283,0.0589
136,1520530738200310676,OK,1698,1514,0.8421,1.6909,0.0526
137,1520530738250403676,OK,1692,1452,0.8803,1.1847,0.0542
138,1520530738300313676,OK,1816,1782,0.4399,1.0797,0.0494
139,1520530738350315676,OK,1747,1676,0.5859,1.1418,0.0506
140,1520530738400316676,OK,1608,1461,0.6617,1.7303,0.0500
141,1520530738450318676,OK,1514,1312,0.7622,1.7637,0.0594
142,1520530738500566992,OK,1405,1136,0.8237,1.8037,0.0547
143,1520530738550567992,OK,1321,1035,0.8894,1.8913,0.0602
144,1520530738600569992,OK,1635,1590,0.4731,1.7841,0.0580
145,1520530738650570992,OK,1486,1398,0.6353,1.6113,0.0577
146,1520530738700572992,OK,1270,1150,0.7564,1.7671,0.0567
147,1520530738750573992,OK,1138,965,0.7469,2.2319,0.0561
148,1520530738800575992,OK,1080,847,0.8315,2.0249,0.0560
149,1520530738850576992,OK,1073,806,0.8945,1.8593,0.0330
150,1520530738900221518,OK,1582,1486,0.4063,1.1896,0.0449
151,1520530738950223518,OK,1545,1430,0.5077,0.5255,0.0420
152,1520530739000224518,OK,1532,1387,0.5207,0.5337,0.0412
153,1520530739050226518,OK,1499,1350,0.6389,0.9856,0.0409
154,1520530739100227518,OK,1452,1242,0.6885,1.0578,0.0450
155,1520530739150229518,OK,1414,1177,0.7333,1.1183,0.0422
156,1520530739200231518,OK,1376,1144,0.7993,0.9638,0.0403
157,1520530739250232518,OK,1338,1089,0.8176,0.8504,0.0428
158,1520530739300234518,OK,1655,1527,0.5552,0.7152,0.0426
159,1520530739350118606,OK,1568,1341,0.6305,0.6559,0.0435
160,1520530739400120606,OK,1490,1226,0.6708,0.8436,0.0459
161,1520530739450122606,OK,1446,1157,0.6960,0.9943,0.0489
162,1520530739500123606,OK,1397,1102,0.7435,1.3869,0.0482
163,1520530739550125606,OK,1335,978,0.7348,1.7182,0.0498
164,1520530739600126606,OK,1307,885,0.8491,1.6112,0.0445
165,1520530739650128606,OK,1661,1527,0.5627,1.9346,0.0422
166,1520530739700129606,OK,1603,1377,0.6594,2.0230,0.0366
167,1520530739750311027,OK,1550,1336,0.7487,1.6965,0.0313
168,1520530739800313027,OK,1518,1258,0.7596,1.0187,0.0248
169,1520530739850406027,OK,1495,1256,0.8264,0.4258,0.0303
170,1520530739900316027,OK,1476,1223,0.8328,1.2744,0.0365
171,1520530739950318027,OK,1447,1215,0.8284,2.5715,0.0376
172,1520530740000319027,OK,1432,1109,0.8250,3.1171,0.0445
173,1520530740050321027,OK,1370,1080,0.9492,2.7679,0.0565
174,1520530740100322027,REPROJ_LOW_CONF,1283,932,1.0455,2.3369,0.0500
175,1520530740150481220,REPROJ_LOW_CONF,1222,869,1.0667,1.5496,0.0469
176,1520530740200483220,OK,1706,1588,0.5380,1.3137,0.0458
177,1520530740250484220,OK,1585,1404,0.7279,1.3249,0.0467
178,1520530740300486220,OK,1474,1186,0.7939,1.3154,0.0469
179,1520530740350487220,OK,1442,1118,0.8496,1.1348,0.0516
180,1520530740400489220,OK,1363,963,0.8593,1.1513,0.0568
181,1520530740450490220,OK,1274,934,0.9277,2.4585,0.0550
182,1520530740500492220,OK,1183,858,0.9829,3.3207,0.0670
183,1520530740550278062,OK,1517,1253,0.6212,3.5557,0.0643
184,1520530740600280062,OK,1341,1091,0.8034,3.1478,0.0671
185,1520530740650282062,OK,1213,930,0.8677,2.4277,0.0616
186,1520530740700283062,OK,1109,802,0.8915,1.6241,0.0651
187,1520530740750285062,OK,1055,715,0.8841,1.3402,0.0652
188,1520530740800287062,OK,1683,1613,0.4867,1.5952,0.0595
189,1520530740850288062,OK,1619,1512,0.6461,1.9309,0.0622
190,1520530740900290062,OK,1487,1325,0.7797,2.4799,0.0613
191,1520530740950431641,OK,1369,1172,0.9000,2.8133,0.0602
192,1520530741000432641,OK,1175,962,0.9799,2.8244,0.0671
193,1520530741050434641,OK,1633,1585,0.4748,3.2859,0.0610
194,1520530741100435641,OK,1501,1405,0.6443,3.3154,0.0637
195,1520530741150437641,OK,1388,1211,0.7801,2.5462,0.0630
196,1520530741200438641,OK,1204,1039,0.9005,2.5322,0.0664
197,1520530741250440641,OK,1044,851,0.9691,2.9816,0.0706
198,1520530741300441641,OK,1601,1516,0.5501,3.1475,0.0687
199,1520530741350637115,OK,1264,1150,0.7761,2.4567,0.0669
200,1520530741400638115,OK,1248,1058,0.8759,1.2634,0.0592
201,1520530741450728115,OK,1227,949,0.9253,0.7517,0.0497
202,1520530741500641115,OK,1210,879,0.9246,0.7018,0.0565
203,1520530741550643115,OK,1200,849,0.9664,0.7498,0.0463
204,1520530741600644115,OK,1792,1697,0.4255,1.3499,0.0493
205,1520530741650646115,OK,1657,1508,0.6214,2.0309,0.0467
206,1520530741700647115,OK,1473,1272,0.7416,2.5888,0.0473
207,1520530741750649115,OK,1392,1154,0.8142,2.6620,0.0376
208,1520530741800464167,OK,1305,1089,0.8809,2.1921,0.0356
209,1520530741850465167,OK,1289,1037,0.9021,1.5421,0.0356
210,1520530741900467167,OK,1206,951,0.8783,1.9793,0.0361
211,1520530741950468167,OK,1167,856,0.9005,2.7226,0.0304
212,1520530742000470167,OK,1163,901,0.9269,1.7641,0.0440
213,1520530742050471167,OK,1881,1773,0.4167,1.8342,0.0385
214,1520530742100473167,OK,1825,1718,0.5125,1.5771,0.0445
215,1520530742150475167,OK,1753,1628,0.5889,1.9571,0.0461
216,1520530742200338132,OK,1647,1556,0.6624,1.9554,0.0436
217,1520530742250340132,OK,1628,1485,0.7395,2.0058,0.0416
218,1520530742300341132,OK,1611,1410,0.8439,1.7003,0.0436
219,1520530742350343132,OK,1591,1318,0.8897,1.3098,0.0397
220,1520530742400345132,OK,1567,1273,0.9321,0.9780,0.0348
221,1520530742450346132,OK,1770,1729,0.3271,0.7619,0.0320
222,1520530742500348132,OK,1727,1668,0.4229,0.6300,0.0344
223,1520530742550350132,OK,1691,1620,0.5326,1.2242,0.0387
224,1520530742600603834,OK,1623,1532,0.6449,2.0178,0.0466
225,1520530742650604834,OK,1561,1398,0.7442,2.9518,0.0567
226,1520530742700606834,OK,1368,1191,0.8179,3.7661,0.0584
227,1520530742750608834,OK,1084,906,0.9054,3.9882,0.0631
228,1520530742800609834,OK,1369,1326,0.3062,3.6232,0.0625
229,1520530742850611834,OK,1314,1278,0.5273,3.3444,0.0593
230,1520530742900612834,OK,1297,1194,0.7129,3.0014,0.0568
231,1520530742950614834,OK,1239,1129,0.8368,2.4527,0.0503
232,1520530743000436676,OK,1918,1904,0.3252,1.3976,0.0441
233,1520530743050522676,OK,1883,1840,0.4686,0.8436,0.0410
234,1520530743100439676,OK,1871,1777,0.5411,0.8307,0.0427
235,1520530743150441676,OK,1863,1765,0.6101,1.0544,0.0449
236,1520530743200442676,OK,1832,1673,0.6330,1.8506,0.0498
237,1520530743250444676,OK,1775,1639,0.7268,2.4531,0.0528
238,1520530743300445676,OK,1658,1436,0.7522,2.7449,0.0540
239,1520530743350447676,OK,1650,1602,0.3056,3.0725,0.0567
240,1520530743400276834,OK,1571,1525,0.4738,3.1355,0.0558
241,1520530743450277834,OK,1544,1501,0.6355,2.9878,0.0578
242,1520530743500279834,OK,1521,1437,0.7555,2.8073,0.0552
243,1520530743550280834,OK,1508,1370,0.8371,2.3590,0.0511
244,1520530743600282834,OK,1858,1830,0.2905,1.9497,0.0486
245,1520530743650283834,OK,1838,1759,0.4414,1.3398,0.0454
246,1520530743700285834,OK,1826,1745,0.5213,0.9571,0.0396
247,1520530743750287834,OK,1819,1752,0.6256,0.9616,0.0376
248,1520530743800288834,OK,1812,1716,0.6523,1.4334,0.0402
249,1520530743851239817,OK,1672,1499,0.7031,1.8997,0.0457
250,1520530743901240817,OK,1643,1494,0.7603,1.8816,0.0486
251,1520530743951242817,OK,1589,1420,0.7956,2.0696,0.0522
252,1520530744001243817,OK,1849,1827,0.2791,2.5301,0.0555
253,1520530744051246817,OK,1784,1742,0.4739,2.7156,0.0570
254,1520530744101247817,OK,1736,1473,0.5930,2.3726,0.0492
255,1520530744151248817,OK,1734,1601,0.7357,1.4701,0.0502
256,1520530744201250817,OK,1731,1622,0.8077,1.7440,0.0502
257,1520530744251205027,OK,1677,1528,0.8577,1.7428,0.0395
258,1520530744301206027,OK,1669,1375,0.9026,1.7777,0.0449
259,1520530744351208027,OK,1825,1811,0.2487,1.5978,0.0430
260,1520530744401209027,OK,1811,1762,0.3871,1.5756,0.0452
261,1520530744451210027,OK,1784,1638,0.4616,1.9862,0.0491
262,1520530744501212027,OK,1709,1634,0.6032,2.9915,0.0511
263,1520530744551214027,OK,1622,1446,0.6850,4.1848,0.0533
264,1520530744601215027,OK,1518,1278,0.8154,4.8006,0.0629
265,1520530744651044238,OK,1518,1459,0.5383,6.0382,0.0528
266,1520530744700966238,OK,1467,1250,0.9330,6.9044,0.0472
267,1520530744750968238,OK,1615,1579,0.6529,7.3664,0.0427
268,1520530744800969238,REPROJ_LOW_CONF,1487,1175,1.0063,7.0112,0.0455
269,1520530744850971238,OK,1647,1619,0.5318,6.2291,0.0338
270,1520530744900972238,OK,1618,1410,0.8482,5.7883,0.0303
271,1520530744950974238,REPROJ_LOW_CONF,1598,1245,1.0577,5.5306,0.0285
272,1520530745000976238,OK,1582,1538,0.4479,5.0191,0.0226
273,1520530745051078150,OK,1527,1447,0.7000,4.6457,0.0244
274,1520530745101080150,OK,1476,1286,0.7900,4.2670,0.0270
275,1520530745151081150,OK,1449,1405,0.3754,3.9664,0.0272
276,1520530745201083150,OK,1315,1295,0.5833,4.2737,0.0273
277,1520530745251084150,OK,1244,1151,0.6984,4.7249,0.0333
278,1520530745301086150,OK,1621,1610,0.4331,5.7312,0.0345
279,1520530745351088150,OK,1374,1304,0.6932,6.3308,0.0373
280,1520530745401089150,OK,1594,1541,0.4637,6.1395,0.0363
281,1520530745451043010,OK,1494,1345,0.7599,5.8362,0.0372
282,1520530745501044010,OK,1372,1169,0.9645,5.7906,0.0314
283,1520530745551046010,OK,1590,1561,0.5398,5.7197,0.0310
284,1520530745601048010,OK,1463,1300,0.8494,5.5177,0.0295
285,1520530745651049010,REPROJ_LOW_CONF,1385,1088,1.0428,5.4772,0.0220
286,1520530745701051010,OK,1679,1634,0.5685,5.4325,0.0247
287,1520530745751053010,OK,1581,1474,0.8868,5.6667,0.0214
288,1520530745801054010,REPROJ_LOW_CONF,1481,1209,1.0409,5.7913,0.0199
289,1520530745850826097,OK,1755,1719,0.5116,5.9458,0.0184
290,1520530745900828097,OK,1639,1533,0.8020,6.2098,0.0163
291,1520530745950830097,OK,1716,1673,0.5576,6.6055,0.0184
292,1520530746000831097,OK,1509,1400,0.7533,7.3394,0.0182
293,1520530746050833097,OK,1357,1310,0.5044,7.6205,0.0168
294,1520530746100834097,OK,1106,1008,0.6743,7.7643,0.0182
295,1520530746150839097,OK,1266,1166,0.5885,7.4914,0.0187
296,1520530746200837097,OK,1060,956,0.7158,6.9329,0.0173
297,1520530746250910097,OK,1231,1171,0.6020,6.7019,0.0199
298,1520530746300487185,OK,1143,1009,0.9462,6.7814,0.0173
299,1520530746350489185,OK,1564,1477,0.7362,7.0377,0.0167
300,1520530746400490185,REPROJ_LOW_CONF,1440,1194,1.0995,6.9062,0.0126
301,1520530746450492185,OK,1606,1541,0.7500,7.2874,0.0120
302,1520530746500493185,REPROJ_LOW_CONF,1525,1155,1.1158,6.9996,0.0150
303,1520530746550495185,OK,1615,1542,0.6174,6.1718,0.0109
304,1520530746600497185,REPROJ_LOW_CONF,1534,1310,1.0010,6.1364,0.0083
305,1520530746650498185,OK,1529,1476,0.6602,5.7811,0.0173
306,1520530746700510290,OK,1372,1114,0.8976,5.4929,0.0263
307,1520530746750511290,REPROJ_LOW_CONF,1185,834,1.0274,5.2634,0.0430
308,1520530746800513290,OK,1492,1359,0.5812,5.2046,0.0398
309,1520530746850514290,OK,1294,1090,0.7757,5.8186,0.0418
310,1520530746900516290,OK,1127,872,0.8695,5.8848,0.0709
311,1520530746950518290,OK,1327,1206,0.5595,6.2843,0.0554
312,1520530747000519290,OK,1157,989,0.7275,6.6361,0.0570
313,1520530747050521290,OK,1334,1171,0.5600,7.0066,0.0619
314,1520530747100689238,OK,1088,948,0.8539,7.3603,0.0616
315,1520530747150691238,OK,1360,1325,0.5889,7.4462,0.0611
316,1520530747200693238,OK,1100,886,0.9747,7.9916,0.0538
317,1520530747250695238,OK,1346,1330,0.6376,7.4407,0.0548
318,1520530747300696238,OK,1189,986,0.8605,6.9137,0.0496
319,1520530747350697238,OK,1501,1394,0.6253,6.3602,0.0463
320,1520530747400699238,OK,1434,1222,0.8625,6.0358,0.0391
321,1520530747450701238,OK,1632,1540,0.6008,6.7221,0.0384
322,1520530747501333466,OK,1480,1317,0.9180,7.2050,0.0354
323,1520530747551335466,OK,1692,1642,0.5800,7.3978,0.0342
324,1520530747601336466,OK,1553,1373,0.8633,7.7214,0.0298
325,1520530747651339466,OK,1434,1377,0.6507,8.1279,0.0281
326,1520530747701339466,OK,1211,994,0.8840,8.4180,0.0288
327,1520530747751341466,OK,1250,1060,0.6791,8.5765,0.0218
328,1520530747801342466,OK,1064,870,0.8692,8.2798,0.0343
329,1520530747851408466,OK,1261,1175,0.4972,8.4748,0.0216
330,1520530747901266518,OK,1113,1034,0.6563,7.8334,0.0232
331,1520530747951268518,OK,1245,1229,0.4336,7.2068,0.0281
332,1520530748001269518,OK,1126,1032,0.7506,7.1095,0.0291
333,1520530748051271518,OK,1320,1242,0.7067,7.7564,0.0331
334,1520530748101272518,REPROJ_LOW_CONF,1178,908,1.0381,7.9999,0.0318
335,1520530748151274518,OK,1389,1316,0.7563,8.0681,0.0341
336,1520530748201276518,REPROJ_LOW_CONF,1295,1009,1.0496,7.0296,0.0306
337,1520530748251277518,OK,1560,1470,0.5949,5.8650,0.0256
338,1520530748300789413,OK,1529,1355,0.9268,5.3498,0.0240
339,1520530748350790413,REPROJ_LOW_CONF,1509,1108,1.1283,5.4435,0.0207
340,1520530748400792413,OK,1703,1656,0.5462,5.3353,0.0215
341,1520530748450793413,OK,1577,1481,0.9291,5.4882,0.0263
342,1520530748500795413,REPROJ_LOW_CONF,1454,1073,1.1102,5.2797,0.0349
343,1520530748550797413,OK,1552,1447,0.6096,5.1357,0.0329
344,1520530748600798413,OK,1464,1118,0.8239,5.0834,0.0401
345,1520530748650800413,REPROJ_LOW_CONF,1355,967,1.0191,5.5542,0.0410
346,1520530748700801413,OK,1535,1432,0.6323,5.5195,0.0449
347,1520530748750570922,OK,1289,1091,0.8230,5.6563,0.0468
348,1520530748800571922,OK,1110,865,0.8631,5.7112,0.0540
349,1520530748850573922,OK,1264,1085,0.5548,6.1213,0.0525
350,1520530748900575922,OK,1084,902,0.8245,6.5296,0.0536
351,1520530748950576922,OK,1326,1200,0.5500,6.6472,0.0555
352,1520530749000578922,OK,1027,924,0.8252,6.9818,0.0454
353,1520530749050580922,OK,1584,1520,0.5549,6.6164,0.0465
354,1520530749100584922,OK,1428,1239,0.8678,6.4590,0.0409
355,1520530749150922588,OK,1592,1556,0.5689,6.2725,0.0402
356,1520530749200923588,OK,1479,1308,0.8540,6.0878,0.0408
357,1520530749250924588,OK,1653,1608,0.5048,6.2642,0.0332
358,1520530749300926588,OK,1504,1318,0.8213,6.8002,0.0276
359,1520530749350927588,OK,1688,1674,0.5479,7.0723,0.0281
360,1520530749400929588,OK,1617,1458,0.8465,7.0746,0.0308
361,1520530749450988588,OK,1364,1304,0.6356,7.1350,0.0301
362,1520530749500932588,OK,855,672,0.9012,8.1516,0.0350
363,1520530749551299290,OK,777,544,0.6080,9.1722,0.0443
364,1520530749601300290,OK,1483,1198,0.6780,9.6822,0.0478
365,1520530749651302290,OK,864,802,0.5784,9.9050,0.0506
366,1520530749701303290,OK,706,593,0.8702,8.3987,0.0592
367,1520530749751305290,OK,1200,1148,0.7137,7.3870,0.0498
368,1520530749801307290,OK,1124,960,0.9940,6.1784,0.0468
369,1520530749851308290,OK,1635,1579,0.5934,5.5073,0.0463
370,1520530749901310290,OK,1555,1400,0.9985,6.1929,0.0465
371,1520530749950998799,REPROJ_LOW_CONF,1484,966,1.1946,6.4517,0.0452
372,1520530750001000799,OK,1536,1468,0.6499,6.5924,0.0423
373,1520530750051001799,REPROJ_LOW_CONF,1320,1024,1.0216,6.4071,0.0425
374,1520530750101003799,OK,1457,1334,0.6340,6.0957,0.0379
375,1520530750151004799,OK,1303,1026,0.8725,5.5121,0.0257
376,1520530750201006799,OK,1114,819,0.9358,6.2297,0.0303
377,1520530750251008799,OK,1308,1214,0.5165,6.2848,0.0187
378,1520530750301009799,OK,1143,1003,0.6492,6.5487,0.0186
379,1520530750350639097,OK,1296,1236,0.4804,6.4120,0.0116
380,1520530750400641097,OK,1218,1122,0.7150,6.2837,0.0118
381,1520530750450642097,OK,1493,1302,0.5472,6.0639,0.0123
382,1520530750500644097,OK,1307,1067,0.8364,6.3461,0.0106
383,1520530750550645097,OK,1555,1518,0.5782,6.7706,0.0149
384,1520530750600647097,OK,1445,1309,0.9066,6.8522,0.0194
385,1520530750650648097,OK,1710,1670,0.6003,6.9601,0.0208
386,1520530750700654097,OK,1632,1359,0.8890,6.8651,0.0226
387,1520530750750652097,OK,1762,1716,0.5244,6.3804,0.0285
388,1520530750800614992,OK,1689,1562,0.8271,5.8258,0.0348
389,1520530750850616992,OK,1768,1753,0.4701,5.7335,0.0409
390,1520530750900617992,OK,1414,1295,0.6752,6.0632,0.0473
391,1520530750950618992,OK,1237,1118,0.8170,6.6430,0.0488
392,1520530751000620992,OK,1460,1372,0.4349,6.9811,0.0562
393,1520530751050668992,OK,1349,1258,0.7063,7.1563,0.0595
394,1520530751100623992,OK,1334,1254,0.5576,7.2225,0.0645
395,1520530751150625992,OK,1113,972,0.8910,7.9698,0.0620
396,1520530751201259974,OK,1242,1117,0.7227,8.4932,0.0649
397,1520530751251261974,REPROJ_LOW_CONF,979,777,1.0039,8.3072,0.0699
398,1520530751301262974,OK,1302,1150,0.8512,8.5167,0.0649
399,1520530751351264974,REPROJ_LOW_CONF,1106,698,1.1773,8.5748,0.0644
400,1520530751401266974,OK,1483,1369,0.7606,7.9699,0.0577
401,1520530751451267974,REPROJ_LOW_CONF,1418,1079,1.0646,6.8909,0.0482
402,1520530751501269974,OK,1826,1746,0.5995,5.9530,0.0462
403,1520530751551270974,OK,1782,1566,0.9651,5.4458,0.0421
