frame_idx,timestamp_ns,status,n_tracked,n_inliers
94,1520616729057970485,POSE_FAIL,1699,0
95,1520616729107972485,POSE_FAIL,1699,0
96,1520616729157973485,POSE_FAIL,1699,0
97,1520616729207975485,POSE_FAIL,1699,0
98,1520616729257977485,POSE_FAIL,1699,0
99,1520616729307996521,POSE_FAIL,1699,0
100,1520616729357998521,POSE_FAIL,1699,0
101,1520616729408000521,POSE_FAIL,1699,0
102,1520616729458001521,POSE_FAIL,1699,0
103,1520616729508002521,POSE_FAIL,1699,0
104,1520616729558004521,POSE_FAIL,1699,0
105,1520616729608006521,POSE_FAIL,1699,0
106,1520616729658007521,POSE_FAIL,1699,0
107,1520616729708018363,POSE_FAIL,1699,0
108,1520616729758019363,POSE_FAIL,1699,0
109,1520616729808020363,POSE_FAIL,1699,0
110,1520616729858068363,POSE_FAIL,1699,0
111,1520616729908024363,POSE_FAIL,1699,0
112,1520616729958025363,POSE_FAIL,1699,0
113,1520616730008027363,POSE_FAIL,1699,0
114,1520616730058028363,POSE_FAIL,1699,0
115,1520616730108030363,POSE_FAIL,1699,0
116,1520616730158037749,POSE_FAIL,1699,0
117,1520616730208039749,POSE_FAIL,1699,0
118,1520616730258041749,POSE_FAIL,1699,0
119,1520616730308042749,POSE_FAIL,1699,0
120,1520616730358044749,POSE_FAIL,1699,0
121,1520616730408045749,POSE_FAIL,1699,0
122,1520616730458047749,POSE_FAIL,1699,0
123,1520616730508049749,POSE_FAIL,1699,0
124,1520616730558050749,POSE_FAIL,1699,0
125,1520616730608051749,POSE_FAIL,1699,0
126,1520616730658053749,POSE_FAIL,1699,0
127,1520616730708055749,POSE_FAIL,1699,0
128,1520616730758056749,POSE_FAIL,1699,0
129,1520616730808058749,POSE_FAIL,1699,0
130,1520616730858060749,POSE_FAIL,1699,0
131,1520616730908062749,POSE_FAIL,1699,0
132,1520616730958051678,POSE_FAIL,1699,0
133,1520616731008053678,OK,1699,1644
134,1520616731058054678,OK,1644,1585
135,1520616731108055678,OK,1585,1544
136,1520616731158057678,OK,1544,1518
137,1520616731208058678,OK,1517,1435
138,1520616731258060678,OK,1435,1418
139,1520616731308061678,OK,1416,1404
140,1520616731358056942,OK,1404,1399
141,1520616731408058942,OK,1399,1381
142,1520616731458059942,OK,1381,1327
143,1520616731508141942,OK,1327,1304
144,1520616731558062942,OK,1304,1262
145,1520616731608064942,OK,1262,1143
146,1520616731658065942,OK,1143,1121
147,1520616731708067942,OK,1121,1112
148,1520616731757885784,OK,1112,1101
149,1520616731807887784,OK,1101,1057
150,1520616731857889784,OK,1057,1055
151,1520616731907890784,OK,1055,1041
152,1520616731957892784,OK,1041,1041
153,1520616732007893784,POSE_FAIL,1041,0
154,1520616732057895784,OK,1041,1038
155,1520616732107896784,OK,1038,1032
156,1520616732157942714,OK,1032,1028
157,1520616732207943714,OK,1028,1025
158,1520616732257945714,OK,1025,1018
159,1520616732307947714,OK,1018,1018
160,1520616732357948714,OK,1018,1016
161,1520616732407950714,OK,1016,1016
162,1520616732457952714,OK,1016,1006
163,1520616732507953714,OK,1006,1003
164,1520616732557955714,OK,1003,989
165,1520616732608239099,OK,989,974
166,1520616732658241099,OK,974,974
167,1520616732708242099,OK,974,957
168,1520616732758244099,OK,957,957
169,1520616732808248099,OK,957,957
170,1520616732858247099,OK,957,957
171,1520616732908249099,OK,957,957
172,1520616732958250099,OK,957,957
173,1520616733008350345,OK,957,957
174,1520616733058351345,OK,957,957
175,1520616733108353345,OK,957,957
176,1520616733158354345,OK,957,956
177,1520616733208356345,OK,956,956
178,1520616733258357345,OK,956,930
179,1520616733308359345,OK,930,918
180,1520616733358360345,OK,918,917
181,1520616733408395538,OK,917,907
182,1520616733458397538,OK,907,896
183,1520616733508398538,OK,896,896
184,1520616733558400538,OK,896,896
185,1520616733608401538,OK,896,896
186,1520616733658403538,OK,896,895
187,1520616733708404538,OK,895,895
188,1520616733758406538,OK,895,895
189,1520616733808284380,OK,895,895
190,1520616733858286380,OK,895,895
191,1520616733908288380,OK,895,894
192,1520616733958289380,OK,893,888
193,1520616734008291380,OK,887,882
194,1520616734058292380,OK,882,881
195,1520616734108294380,OK,881,877
196,1520616734158296380,OK,877,867
197,1520616734208430450,OK,867,860
198,1520616734258431450,OK,860,858
199,1520616734308432450,OK,858,847
200,1520616734358434450,OK,847,847
201,1520616734408436450,OK,847,847
202,1520616734458437450,OK,847,847
203,1520616734508438450,OK,847,847
204,1520616734558440450,OK,847,847
205,1520616734608036064,OK,847,847
206,1520616734658037064,OK,847,847
207,1520616734708039064,OK,847,843
208,1520616734758040064,OK,843,841
209,1520616734808042064,OK,841,841
210,1520616734858043064,OK,841,841
211,1520616734908045064,OK,841,841
212,1520616734958046064,OK,841,841
213,1520616735008048064,OK,841,840
214,1520616735057911328,OK,840,837
215,1520616735107912328,OK,837,836
216,1520616735157914328,OK,836,833
217,1520616735207915328,OK,833,831
218,1520616735257917328,OK,831,831
219,1520616735307918328,OK,831,831
220,1520616735357920328,OK,831,822
221,1520616735407921328,OK,822,822
222,1520616735458164942,OK,822,822
223,1520616735508166942,OK,822,815
224,1520616735558167942,OK,815,815
225,1520616735608169942,OK,815,815
226,1520616735658170942,OK,815,815
227,1520616735708172942,OK,815,812
228,1520616735758174942,OK,812,812
229,1520616735808175942,OK,812,810
230,1520616735858806082,OK,755,741
231,1520616735908808082,OK,741,738
232,1520616735958809082,OK,738,737
233,1520616736008811082,OK,737,732
234,1520616736058812082,OK,732,687
235,1520616736108814082,OK,687,687
236,1520616736158815082,OK,687,686
237,1520616736208817082,OK,686,682
238,1520616736258398082,OK,672,670
239,1520616736308400082,OK,628,626
240,1520616736358401082,POSE_FAIL,626,0
241,1520616736408424082,OK,546,521
242,1520616736458404082,POSE_FAIL,521,0
243,1520616736508406082,OK,520,513
244,1520616736558407082,OK,451,438
245,1520616736608409082,OK,395,388
246,1520616736658057047,OK,388,387
247,1520616736708058047,OK,387,386
248,1520616736758060047,OK,386,386
249,1520616736808061047,OK,386,383
250,1520616736858063047,OK,383,367
251,1520616736908064047,OK,367,355
252,1520616736958066047,OK,355,351
253,1520616737008067047,POSE_FAIL,351,0
254,1520616737058069047,POSE_FAIL,351,0
255,1520616737107939538,OK,351,351
256,1520616737157940538,POSE_FAIL,351,0
257,1520616737207942538,OK,351,351
258,1520616737257943538,OK,351,351
259,1520616737307945538,OK,351,351
260,1520616737357947538,OK,351,351
261,1520616737407948538,OK,351,351
262,1520616737457950538,OK,351,351
263,1520616737508017240,OK,351,351
264,1520616737558018240,OK,351,351
265,1520616737608020240,OK,351,351
266,1520616737658022240,OK,351,351
267,1520616737708023240,OK,351,351
268,1520616737758024240,OK,351,351
269,1520616737808026240,POSE_FAIL,351,0
270,1520616737858027240,OK,351,351
271,1520616737908360187,POSE_FAIL,351,0
272,1520616737958361187,OK,351,351
273,1520616738008363187,OK,351,351
274,1520616738058416187,OK,351,351
275,1520616738108366187,OK,351,351
276,1520616738158367187,OK,351,351
277,1520616738208369187,OK,351,351
278,1520616738258371187,OK,351,351
279,1520616738308404889,OK,351,351
280,1520616738358406889,OK,351,351
281,1520616738408407889,OK,351,351
282,1520616738458409889,OK,351,351
283,1520616738508410889,OK,351,351
284,1520616738558412889,OK,351,351
285,1520616738608413889,OK,351,351
286,1520616738658415889,OK,351,351
287,1520616738708337468,OK,351,351
288,1520616738758338468,OK,351,351
289,1520616738808340468,OK,351,351
290,1520616738858341468,OK,351,351
291,1520616738908343468,OK,351,351
292,1520616738958344468,OK,351,351
293,1520616739008346468,OK,351,351
294,1520616739058348468,OK,351,351
295,1520616739108448766,OK,351,351
296,1520616739158450766,POSE_FAIL,351,0
297,1520616739208452766,OK,351,351
298,1520616739258454766,OK,351,351
299,1520616739308455766,OK,351,351
300,1520616739358456766,OK,351,351
301,1520616739408457766,OK,351,351
302,1520616739458460766,OK,351,351
303,1520616739508461766,OK,351,351
304,1520616739558614766,OK,351,351
305,1520616739608616766,POSE_FAIL,351,0
306,1520616739658618766,OK,351,351
307,1520616739708699766,OK,351,351
308,1520616739758620766,OK,351,351
309,1520616739808622766,OK,351,351
310,1520616739858624766,OK,351,351
311,1520616739908625766,OK,351,351
312,1520616739958545240,OK,351,351
313,1520616740008546240,OK,351,351
314,1520616740058548240,POSE_FAIL,351,0
315,1520616740108549240,OK,351,351
316,1520616740158551240,OK,351,351
317,1520616740208552240,POSE_FAIL,351,0
318,1520616740258554240,OK,351,351
319,1520616740308556240,OK,351,351
320,1520616740358345099,POSE_FAIL,351,0
321,1520616740408347099,POSE_FAIL,351,0
322,1520616740458349099,OK,351,351
323,1520616740508350099,OK,351,348
324,1520616740558351099,OK,348,335
325,1520616740608353099,OK,333,323
326,1520616740658355099,OK,323,323
327,1520616740708357099,OK,323,317
328,1520616740758200977,OK,317,317
329,1520616740808202977,OK,317,315
330,1520616740858203977,POSE_FAIL,315,0
331,1520616740908205977,OK,315,313
332,1520616740958207977,OK,313,313
333,1520616741008208977,OK,313,313
334,1520616741058210977,OK,313,313
335,1520616741108211977,OK,313,313
336,1520616741158144906,OK,313,313
337,1520616741208146906,OK,313,313
338,1520616741258147906,OK,313,313
339,1520616741308149906,OK,313,313
340,1520616741358150906,OK,313,313
341,1520616741408152906,OK,313,313
342,1520616741458154906,OK,313,313
343,1520616741508155906,OK,313,313
344,1520616741558157906,OK,313,313
345,1520616741608344801,OK,313,312
346,1520616741658346801,OK,312,312
347,1520616741708347801,OK,312,312
348,1520616741758349801,OK,312,312
349,1520616741808350801,OK,312,312
350,1520616741858352801,OK,312,311
351,1520616741908354801,OK,311,311
352,1520616741958355801,OK,311,311
353,1520616742008559906,OK,311,311
354,1520616742058560906,OK,311,309
355,1520616742108562906,OK,309,308
356,1520616742158563906,OK,308,307
357,1520616742208565906,OK,307,306
358,1520616742258567906,OK,306,306
359,1520616742308569906,OK,306,306
360,1520616742358570906,OK,306,306
361,1520616742408459714,OK,306,306
362,1520616742458460714,OK,306,306
363,1520616742508462714,POSE_FAIL,306,0
364,1520616742558463714,OK,306,305
365,1520616742608464714,POSE_FAIL,305,0
366,1520616742658466714,OK,305,305
367,1520616742708468714,POSE_FAIL,305,0
368,1520616742758469714,OK,305,301
369,1520616742808308626,OK,301,301
370,1520616742858310626,POSE_FAIL,301,0
371,1520616742908311626,POSE_FAIL,301,0
372,1520616742958312626,OK,301,301
373,1520616743008314626,OK,301,301
374,1520616743058316626,POSE_FAIL,301,0
375,1520616743108317626,OK,301,301
376,1520616743158319626,OK,301,301
377,1520616743208206029,OK,301,301
378,1520616743258208029,OK,301,296
379,1520616743308209029,OK,296,290
380,1520616743358211029,OK,290,289
381,1520616743408212029,OK,289,288
382,1520616743458214029,POSE_FAIL,288,0
383,1520616743508216029,OK,288,287
384,1520616743558217029,OK,287,287
385,1520616743608169275,OK,287,287
386,1520616743658170275,OK,287,287
387,1520616743708172275,OK,287,287
388,1520616743758173275,OK,287,287
389,1520616743808175275,OK,287,287
390,1520616743858177275,OK,287,287
391,1520616743908178275,OK,287,287
392,1520616743958180275,OK,287,287
393,1520616744008182275,OK,287,287
394,1520616744058113380,POSE_FAIL,287,0
395,1520616744108115380,OK,287,287
396,1520616744158116380,POSE_FAIL,287,0
397,1520616744208118380,OK,287,287
398,1520616744258119380,OK,287,287
399,1520616744308121380,OK,287,287
400,1520616744358123380,OK,287,287
401,1520616744408124380,OK,287,287
402,1520616744458283714,OK,287,287
403,1520616744508284714,OK,287,287
404,1520616744558285714,OK,287,287
405,1520616744608300714,OK,287,287
406,1520616744658289714,POSE_FAIL,287,0
407,1520616744708290714,OK,287,287
408,1520616744758292714,OK,287,287
409,1520616744808293714,OK,287,287
410,1520616744859205678,OK,287,287
411,1520616744909206678,POSE_FAIL,287,0
412,1520616744959208678,POSE_FAIL,287,0
413,1520616745009209678,POSE_FAIL,287,0
414,1520616745059211678,OK,287,287
415,1520616745109213678,OK,287,287
416,1520616745159214678,OK,287,287
417,1520616745209216678,OK,287,287
418,1520616745259242029,POSE_FAIL,287,0
419,1520616745309244029,POSE_FAIL,287,0
420,1520616745359245029,POSE_FAIL,287,0
421,1520616745409247029,POSE_FAIL,287,0
422,1520616745459249029,POSE_FAIL,287,0
423,1520616745509250029,OK,287,287
424,1520616745559252029,OK,287,287
425,1520616745609254029,POSE_FAIL,287,0
426,1520616745658396643,POSE_FAIL,287,0
427,1520616745708398643,OK,287,287
428,1520616745758399643,POSE_FAIL,287,0
429,1520616745808401643,POSE_FAIL,287,0
430,1520616745858402643,OK,287,287
431,1520616745908404643,OK,287,287
432,1520616745958405643,OK,287,287
433,1520616746008407643,OK,287,287
434,1520616746058375608,OK,287,287
435,1520616746108376608,OK,287,287
436,1520616746158377608,OK,287,287
437,1520616746208379608,OK,287,287
438,1520616746258422608,OK,287,287
439,1520616746308382608,OK,287,287
440,1520616746358384608,OK,287,287
441,1520616746408385608,OK,287,287
442,1520616746458387608,OK,287,287
443,1520616746508872328,POSE_FAIL,287,0
444,1520616746558874328,OK,287,287
445,1520616746608875328,OK,287,287
446,1520616746658877328,OK,287,287
447,1520616746708879328,OK,287,287
448,1520616746758880328,OK,287,287
449,1520616746808882328,OK,287,287
450,1520616746858883328,OK,287,287
451,1520616746909000977,OK,287,287
452,1520616746959001977,OK,287,287
453,1520616747009003977,OK,287,287
454,1520616747059005977,OK,287,287
455,1520616747109006977,OK,287,287
456,1520616747159008977,OK,287,287
457,1520616747209010977,OK,287,287
458,1520616747259011977,OK,287,287
459,1520616747308444924,OK,287,287
460,1520616747358445924,OK,287,287
461,1520616747408447924,POSE_FAIL,287,0
462,1520616747458448924,OK,287,287
463,1520616747508450924,POSE_FAIL,287,0
464,1520616747558451924,OK,287,287
465,1520616747608453924,OK,287,287
466,1520616747658455924,OK,287,287
467,1520616747708350187,OK,287,287
468,1520616747758352187,OK,287,287
469,1520616747808353187,OK,287,287
470,1520616747858355187,POSE_FAIL,287,0
471,1520616747908423187,OK,287,287
472,1520616747958358187,OK,287,287
473,1520616748008359187,OK,287,287
474,1520616748058361187,OK,287,287
475,1520616748108475240,POSE_FAIL,287,0
476,1520616748158477240,OK,287,287
477,1520616748208478240,POSE_FAIL,287,0
478,1520616748258480240,OK,287,287
479,1520616748308482240,OK,287,287
480,1520616748358483240,OK,287,287
481,1520616748408485240,OK,287,287
482,1520616748458486240,OK,287,287
483,1520616748508488240,OK,287,287
484,1520616748558605871,OK,287,287
485,1520616748608607871,OK,283,270
486,1520616748658609871,OK,235,223
487,1520616748708610871,OK,223,223
488,1520616748758612871,OK,191,181
489,1520616748808613871,OK,1976,1753
490,1520616748858615871,OK,1731,1624
491,1520616748908616871,OK,1618,1489
492,1520616748958832345,OK,1481,1460
493,1520616749008834345,OK,1430,1395
494,1520616749058835345,OK,1354,1253
495,1520616749108837345,OK,1236,1193
496,1520616749158838345,OK,1136,1069
497,1520616749208840345,OK,1068,1046
498,1520616749258842345,OK,1039,1018
499,1520616749308843345,OK,1015,987
500,1520616749358798257,OK,986,950
501,1520616749408799257,OK,944,904
502,1520616749458801257,OK,901,769
503,1520616749508802257,OK,765,713
504,1520616749558894257,OK,709,683
505,1520616749608805257,OK,664,602
506,1520616749658807257,OK,586,548
507,1520616749708808257,OK,531,485
508,1520616749759188573,OK,484,448
509,1520616749809189573,OK,445,422
510,1520616749859191573,OK,417,383
511,1520616749909193573,OK,377,316
512,1520616749959194573,OK,311,276
513,1520616750009196573,OK,273,257
514,1520616750059197573,OK,234,220
515,1520616750109199573,OK,204,171
516,1520616750160123819,OK,1882,787
517,1520616750210124819,OK,775,468
518,1520616750260126819,OK,462,379
519,1520616750310127819,OK,368,296
520,1520616750360129819,OK,267,229
521,1520616750410130819,OK,229,182
522,1520616750460132819,OK,1926,542
523,1520616750510133819,OK,525,392
524,1520616750560396608,OK,376,272
525,1520616750610397608,OK,234,210
526,1520616750660399608,OK,210,198
527,1520616750710400608,OK,1609,711
528,1520616750760402608,OK,688,548
529,1520616750810403608,OK,546,527
530,1520616750860408608,OK,505,482
531,1520616750910406608,OK,480,429
532,1520616750960407608,OK,429,414
533,1520616751010887012,OK,414,400
534,1520616751060889012,OK,400,388
535,1520616751110890012,OK,386,379
536,1520616751160892012,OK,368,363
537,1520616751210893012,OK,356,336
538,1520616751260895012,OK,332,312
539,1520616751310896012,OK,312,299
540,1520616751360898012,OK,299,289
541,1520616751413728906,OK,271,249
542,1520616751463730906,OK,249,232
543,1520616751513732906,OK,223,205
544,1520616751563733906,OK,202,176
545,1520616751613735906,OK,1818,1267
546,1520616751663736906,OK,1256,1113
547,1520616751713738906,OK,1110,875
548,1520616751763739906,OK,874,814
549,1520616751816833977,OK,814,732
550,1520616751866835977,OK,732,689
551,1520616751916836977,OK,689,686
552,1520616751966838977,OK,686,676
553,1520616752016839977,OK,672,659
554,1520616752066841977,OK,659,655
555,1520616752116842977,OK,655,643
556,1520616752166844977,OK,643,628
557,1520616752217440450,OK,628,618
558,1520616752267441450,OK,618,613
559,1520616752317443450,OK,613,599
560,1520616752367445450,OK,599,553
561,1520616752417446450,OK,553,540
562,1520616752467448450,OK,540,529
563,1520616752517449450,OK,529,518
564,1520616752567450450,OK,518,507
565,1520616752617172591,OK,507,494
566,1520616752667174591,OK,494,484
567,1520616752717175591,OK,484,453
568,1520616752767177591,OK,453,427
569,1520616752817178591,OK,426,408
570,1520616752867180591,OK,408,380
571,1520616752917181591,OK,380,368
572,1520616752967183591,OK,368,361
573,1520616753017464450,OK,361,356
574,1520616753067466450,OK,356,342
575,1520616753117468450,OK,342,338
576,1520616753167469450,OK,338,337
577,1520616753217471450,OK,337,336
578,1520616753267472450,OK,336,331
579,1520616753317474450,OK,331,329
580,1520616753367475450,OK,329,324
581,1520616753417477450,OK,324,321
582,1520616753467479450,OK,321,316
583,1520616753517480450,OK,316,302
584,1520616753567482450,OK,302,274
585,1520616753617483450,OK,274,241
586,1520616753667485450,OK,241,230
587,1520616753717486450,OK,230,221
588,1520616753767488450,OK,221,221
589,1520616753817489450,OK,221,221
590,1520616753867492450,OK,221,220
591,1520616753917493450,OK,220,220
592,1520616753967494450,OK,220,220
593,1520616754017496450,OK,220,218
594,1520616754067498450,OK,218,214
595,1520616754117499450,OK,214,190
596,1520616754167500450,OK,1909,1263
597,1520616754217502450,OK,1263,1028
598,1520616754266214064,OK,1028,872
599,1520616754316215064,OK,871,770
600,1520616754366217064,OK,764,742
601,1520616754416219064,OK,740,682
602,1520616754466228064,OK,681,590
603,1520616754516221064,OK,590,570
604,1520616754566223064,OK,552,526
605,1520616754616225064,OK,523,456
606,1520616754665354906,OK,441,396
607,1520616754715356906,OK,375,331
608,1520616754765357906,OK,289,263
609,1520616754815359906,OK,250,205
610,1520616754865360906,OK,185,179
611,1520616754915362906,OK,1741,1017
612,1520616754965363906,OK,991,809
613,1520616755015365906,OK,809,795
614,1520616755062586433,OK,793,768
615,1520616755112587433,OK,768,766
616,1520616755162589433,OK,766,765
617,1520616755212590433,OK,765,760
618,1520616755262592433,OK,760,759
619,1520616755312594433,OK,759,751
620,1520616755362595433,OK,751,748
621,1520616755412597433,OK,748,744
622,1520616755460411977,OK,744,736
623,1520616755510413977,OK,736,735
624,1520616755560415977,OK,735,723
625,1520616755610416977,OK,723,697
626,1520616755660418977,OK,697,650
627,1520616755710419977,OK,650,643
628,1520616755760420977,OK,643,631
629,1520616755810422977,OK,631,613
630,1520616755860424977,OK,612,592
631,1520616755909451871,OK,571,504
632,1520616755959453871,OK,498,482
633,1520616756009454871,OK,482,450
634,1520616756059456871,OK,450,430
635,1520616756109493871,OK,404,374
636,1520616756159459871,OK,361,323
637,1520616756209461871,OK,321,292
638,1520616756259462871,OK,283,259
639,1520616756309029433,OK,249,244
640,1520616756359030433,OK,244,213
641,1520616756409032433,OK,210,197
642,1520616756459033433,OK,1959,1546
643,1520616756509035433,OK,1508,1357
644,1520616756559036433,OK,1333,1197
645,1520616756609038433,OK,1178,1039
646,1520616756659040433,OK,1029,860
647,1520616756709247538,OK,857,820
648,1520616756759249538,OK,807,716
649,1520616756809250538,OK,703,582
650,1520616756859252538,OK,573,526
651,1520616756909253538,OK,516,381
652,1520616756959255538,OK,369,291
653,1520616757009257538,OK,284,214
654,1520616757059258538,OK,197,155
655,1520616757111738292,OK,1820,463
656,1520616757161740292,OK,442,304
657,1520616757211741292,OK,269,213
658,1520616757261743292,OK,195,170
659,1520616757311744292,OK,1594,417
660,1520616757361746292,OK,413,228
661,1520616757411747292,OK,226,175
662,1520616757461749292,OK,1718,277
663,1520616757517490924,OK,270,126
664,1520616757567494924,OK,1345,351
665,1520616757617494924,OK,347,316
666,1520616757667496924,OK,316,289
667,1520616757717497924,OK,288,270
668,1520616757767557924,OK,270,267
669,1520616757817500924,OK,267,258
670,1520616757867501924,OK,258,257
671,1520616757917503924,OK,257,256
672,1520616757967064082,OK,256,254
673,1520616758017066082,OK,254,249
674,1520616758067067082,OK,249,238
675,1520616758117069082,OK,226,209
676,1520616758167070082,OK,208,199
677,1520616758217072082,OK,1946,962
678,1520616758267074082,OK,956,853
679,1520616758317075082,OK,853,729
680,1520616758367632450,OK,729,670
681,1520616758417634450,OK,669,643
682,1520616758467635450,OK,643,613
683,1520616758517637450,OK,613,588
684,1520616758567638450,OK,581,579
685,1520616758617639450,OK,537,531
686,1520616758667641450,OK,528,512
687,1520616758717643450,OK,509,489
688,1520616758767645450,OK,468,451
689,1520616758817646450,OK,442,435
690,1520616758867648450,OK,432,406
691,1520616758917649450,OK,400,382
692,1520616758967651450,OK,367,341
693,1520616759017653450,OK,336,326
694,1520616759067654450,OK,326,326
695,1520616759117655450,OK,326,322
696,1520616759167657450,OK,322,318
697,1520616759217659450,OK,318,312
698,1520616759267660450,OK,312,310
699,1520616759317661450,OK,310,299
700,1520616759367663450,OK,299,291
701,1520616759417750450,OK,291,282
702,1520616759467666450,OK,282,268
703,1520616759517668450,OK,268,257
704,1520616759565589521,OK,257,225
705,1520616759615591521,OK,225,220
706,1520616759665592521,OK,220,193
707,1520616759715594521,OK,1909,1363
708,1520616759765595521,OK,1349,1280
709,1520616759815597521,OK,1249,1172
710,1520616759865599521,OK,1066,761
711,1520616759915600521,OK,761,658
712,1520616759963820556,OK,658,642
713,1520616760013821556,OK,642,640
714,1520616760063823556,OK,640,602
715,1520616760113824556,OK,602,597
716,1520616760163826556,OK,597,587
717,1520616760213827556,OK,587,579
718,1520616760263829556,OK,579,574
719,1520616760313831556,OK,574,569
720,1520616760363833556,OK,569,550
721,1520616760412088310,OK,550,547
722,1520616760462090310,OK,547,526
723,1520616760512091310,OK,526,522
724,1520616760562093310,OK,522,469
725,1520616760612094310,OK,469,462
726,1520616760662096310,OK,462,455
727,1520616760712097310,OK,455,442
728,1520616760762099310,OK,442,431
729,1520616760809893731,OK,426,413
730,1520616760859894731,OK,392,353
731,1520616760909896731,OK,350,309
732,1520616760959897731,OK,304,280
733,1520616761009899731,OK,272,246
734,1520616761059900731,OK,227,199
735,1520616761109902731,OK,1965,1590
736,1520616761159903731,OK,1572,1429
737,1520616761209287626,OK,1392,1113
738,1520616761259288626,OK,1111,1069
739,1520616761309290626,OK,1043,980
740,1520616761359291626,OK,974,907
741,1520616761409293626,OK,891,810
742,1520616761459295626,OK,776,654
743,1520616761509296626,OK,639,579
744,1520616761559298626,OK,579,497
